"","gene_id","gene_symbol"
"36096","ENSG00000241804.1","RP11-719N22.1"
"36097","ENSG00000241807.3","RN7SL319P"
"36098","ENSG00000241808.1","RPS15AP34"
"36099","ENSG00000241809.1","CTD-2207L17.1"
"36100","ENSG00000241810.1","HMGN2P13"
"36101","ENSG00000241815.1","RP11-124D9.1"
"36102","ENSG00000241818.1","SCG5-AS1"
"36103","ENSG00000241821.3","RN7SL170P"
"36104","ENSG00000241825.2","RPL7P42"
"36105","ENSG00000241828.2","RP11-277J24.1"
"36106","ENSG00000241829.1","RPL21P54"
"36107","ENSG00000241832.1","CECR3"
"36108","ENSG00000241834.3","RN7SL149P"
"36109","ENSG00000241837.7","ATP5PO"
"36110","ENSG00000241838.3","LA16c-3G11.7"
"36111","ENSG00000241839.10","PLEKHO2"
"36112","ENSG00000241846.1","RP11-318G8.1"
"36113","ENSG00000241852.10","C8orf58"
"36114","ENSG00000241853.1","RP11-147K6.1"
"36115","ENSG00000241859.7","ANOS2P"
"36116","ENSG00000241860.7","RP11-34P13.13"
"36117","ENSG00000241861.2","GAPDHP50"
"36118","ENSG00000241866.3","RN7SL401P"
"36119","ENSG00000241868.3","RN7SL434P"
"36120","ENSG00000241869.3","RN7SL363P"
"36121","ENSG00000241870.1","CTB-14A14.1"
"36122","ENSG00000241874.1","TOMM22P6"
"36123","ENSG00000241877.1","RP11-84H6.1"
"36124","ENSG00000241878.11","PISD"
"36125","ENSG00000241879.1","KLF3P2"
"36126","ENSG00000241881.1","U66059.58"
"36127","ENSG00000241882.1","RP11-637O11.2"
"36128","ENSG00000241884.2","RP11-85I21.1"
"36129","ENSG00000241886.1","RP11-242C19.2"
"36130","ENSG00000241888.2","RPSAP37"
"36131","ENSG00000241889.1","RP11-435F17.3"
"36132","ENSG00000241890.1","RPL13P4"
"36133","ENSG00000241891.1","RPL9P6"
"36134","ENSG00000241899.1","TPT1P3"
"36135","ENSG00000241905.1","NDUFS6P1"
"36136","ENSG00000241907.1","RPS20P4"
"36137","ENSG00000241911.1","TRBVB"
"36138","ENSG00000241912.1","RP11-292E2.2"
"36139","ENSG00000241913.1","RPS29P21"
"36140","ENSG00000241917.1","RP11-512N21.1"
"36141","ENSG00000241921.1","AC000370.2"
"36142","ENSG00000241923.2","RPL14P3"
"36143","ENSG00000241926.1","MTCO1P55"
"36144","ENSG00000241929.1","RP11-278L15.3"
"36145","ENSG00000241932.1","RPL35AP34"
"36146","ENSG00000241933.1","DENND6A-DT"
"36147","ENSG00000241935.9","HOGA1"
"36148","ENSG00000241939.3","RN7SL517P"
"36149","ENSG00000241941.2","RPL32P26"
"36150","ENSG00000241942.2","RPS20P20"
"36151","ENSG00000241943.2","RN7SL188P"
"36152","ENSG00000241945.8","PWP2"
"36153","ENSG00000241946.1","RP11-496B10.1"
"36154","ENSG00000241947.1","HNRNPA1P24"
"36155","ENSG00000241950.1","RPL29P23"
"36156","ENSG00000241954.1","RP1-149A16.17"
"36157","ENSG00000241956.10","CTC-340A15.2"
"36158","ENSG00000241959.3","RN7SL76P"
"36159","ENSG00000241961.1","RP11-7F18.1"
"36160","ENSG00000241962.9","RP11-111H13.1"
"36161","ENSG00000241963.3","RN7SL655P"
"36162","ENSG00000241964.3","RN7SL135P"
"36163","ENSG00000241965.2","RPS2P25"
"36164","ENSG00000241973.11","PI4KA"
"36165","ENSG00000241975.1","ELOCP19"
"36166","ENSG00000241981.2","AF224669.3"
"36167","ENSG00000241983.3","RN7SL566P"
"36168","ENSG00000241984.2","RPL7AP2"
"36169","ENSG00000241985.1","WWTR1-IT1"
"36170","ENSG00000241990.5","PRR34-AS1"
"36171","ENSG00000241991.1","RP11-95I19.2"
"36172","ENSG00000241992.3","RN7SL831P"
"36173","ENSG00000241993.1","RPL38P1"
"36174","ENSG00000241997.3","RN7SL323P"
"36175","ENSG00000242001.1","GS1-388B5.1"
"36176","ENSG00000242009.2","RP11-359D24.1"
"36177","ENSG00000242012.1","RP11-338L18.1"
"36178","ENSG00000242014.3","RN7SL26P"
"36179","ENSG00000242017.1","ALG1L15P"
"36180","ENSG00000242019.1","KIR3DL3"
"36181","ENSG00000242020.3","RN7SL68P"
"36182","ENSG00000242021.2","RP11-268G12.3"
"36183","ENSG00000242028.8","HYPK"
"36184","ENSG00000242029.1","RP11-457K10.1"
"36185","ENSG00000242034.1","RP11-1396O13.1"
"36186","ENSG00000242036.1","RP11-603B13.1"
"36187","ENSG00000242041.1","RPL35AP28"
"36188","ENSG00000242042.1","LINC01743"
"36189","ENSG00000242048.3","RP13-452N2.1"
"36190","ENSG00000242049.1","DNAJB8-AS1"
"36191","ENSG00000242052.1","RPL10P7"
"36192","ENSG00000242058.2","RPS4XP19"
"36193","ENSG00000242060.1","RPS3AP49"
"36194","ENSG00000242061.1","CTD-2555K7.1"
"36195","ENSG00000242062.1","MARK2P6"
"36196","ENSG00000242065.3","RN7SL291P"
"36197","ENSG00000242066.3","RN7SL214P"
"36198","ENSG00000242067.1","RPL9P28"
"36199","ENSG00000242068.1","RP11-259P15.4"
"36200","ENSG00000242070.1","NPM1P17"
"36201","ENSG00000242071.3","RPL7AP6"
"36202","ENSG00000242072.1","RP11-458K10.1"
"36203","ENSG00000242073.2","AC006014.7"
"36204","ENSG00000242076.3","IGKV1-33"
"36205","ENSG00000242078.1","RP11-738B7.1"
"36206","ENSG00000242079.1","RN7SL318P"
"36207","ENSG00000242080.1","CTC-550M4.1"
"36208","ENSG00000242082.2","SLC5A4-AS1"
"36209","ENSG00000242083.2","RPL7AP31"
"36210","ENSG00000242085.1","RPS20P33"
"36211","ENSG00000242086.8","MUC20-OT1"
"36212","ENSG00000242087.2","RPL36AP41"
"36213","ENSG00000242088.1","AC090602.2"
"36214","ENSG00000242094.1","FOXP1-IT1"
"36215","ENSG00000242097.1","RP11-64D22.1"
"36216","ENSG00000242100.2","RPL9P32"
"36217","ENSG00000242101.3","RN7SL416P"
"36218","ENSG00000242102.3","RN7SL152P"
"36219","ENSG00000242103.1","RP11-10G15.4"
"36220","ENSG00000242104.5","LINC02618"
"36221","ENSG00000242107.2","LINC01100"
"36222","ENSG00000242109.1","NPM1P23"
"36223","ENSG00000242110.8","AMACR"
"36224","ENSG00000242111.1","TOPORSLP"
"36225","ENSG00000242113.3","RN7SL124P"
"36226","ENSG00000242114.6","MTFP1"
"36227","ENSG00000242118.3","RN7SL201P"
"36228","ENSG00000242119.1","RP11-312P21.2"
"36229","ENSG00000242120.4","MDFIC2"
"36230","ENSG00000242121.3","RN7SL267P"
"36231","ENSG00000242123.1","RP11-51L5.1"
"36232","ENSG00000242125.3","SNHG3"
"36233","ENSG00000242134.2","RPL5P13"
"36234","ENSG00000242135.2","RPL17P2"
"36235","ENSG00000242136.1","RP11-734K21.2"
"36236","ENSG00000242137.1","RPL11P5"
"36237","ENSG00000242140.1","RP11-262M14.2"
"36238","ENSG00000242142.1","SERBP1P3"
"36239","ENSG00000242145.1","RP11-520D19.1"
"36240","ENSG00000242147.3","LASTR"
"36241","ENSG00000242151.1","DYNLL1P5"
"36242","ENSG00000242152.1","RP11-639F1.3"
"36243","ENSG00000242153.7","OFD1P6Y"
"36244","ENSG00000242154.1","RP4-778K6.3"
"36245","ENSG00000242156.1","AC000041.8"
"36246","ENSG00000242158.3","RN7SL361P"
"36247","ENSG00000242159.1","ABCF2P1"
"36248","ENSG00000242162.1","RP11-128A6.3"
"36249","ENSG00000242163.1","RP11-299L17.1"
"36250","ENSG00000242165.3","RN7SL222P"
"36251","ENSG00000242169.2","RP11-219G10.1"
"36252","ENSG00000242170.3","RN7SL329P"
"36253","ENSG00000242173.10","ARHGDIG"
"36254","ENSG00000242175.3","RN7SL127P"
"36255","ENSG00000242176.1","RPL39P31"
"36256","ENSG00000242178.1","MTND4P17"
"36257","ENSG00000242182.3","RN7SL745P"
"36258","ENSG00000242186.2","AC002523.1"
"36259","ENSG00000242190.1","RP11-142L1.1"
"36260","ENSG00000242193.11","CRYZL2P"
"36261","ENSG00000242195.1","SRRM1P2"
"36262","ENSG00000242197.2","RP11-588L15.1"
"36263","ENSG00000242198.1","CTD-2235C13.1"
"36264","ENSG00000242199.1","RP11-71H17.1"
"36265","ENSG00000242201.3","RN7SL215P"
"36266","ENSG00000242206.2","RPS26P35"
"36267","ENSG00000242207.1","HOXB-AS4"
"36268","ENSG00000242208.1","RPL5P29"
"36269","ENSG00000242209.1","RPL32P12"
"36270","ENSG00000242214.1","MTND3P6"
"36271","ENSG00000242216.3","RN7SL97P"
"36272","ENSG00000242220.9","TCP10L"
"36273","ENSG00000242221.9","PSG2"
"36274","ENSG00000242222.1","RP11-237P21.1"
"36275","ENSG00000242229.1","RPS3AP14"
"36276","ENSG00000242236.2","RN7SL594P"
"36277","ENSG00000242241.3","RN7SL306P"
"36278","ENSG00000242242.6","NECTIN3-AS1"
"36279","ENSG00000242244.1","ATP5MC1P3"
"36280","ENSG00000242246.2","RP11-331O9.2"
"36281","ENSG00000242247.11","ARFGAP3"
"36282","ENSG00000242248.2","RPL7AP57"
"36283","ENSG00000242251.3","RN7SL20P"
"36284","ENSG00000242252.2","BGLAP"
"36285","ENSG00000242255.1","RPL39P34"
"36286","ENSG00000242256.3","RN7SL57P"
"36287","ENSG00000242258.1","LINC00996"
"36288","ENSG00000242259.9","C22orf39"
"36289","ENSG00000242261.1","RP11-62J1.3"
"36290","ENSG00000242262.1","RP11-100N21.1"
"36291","ENSG00000242265.6","PEG10"
"36292","ENSG00000242266.3","RN7SL456P"
"36293","ENSG00000242267.6","SKINT1L"
"36294","ENSG00000242268.3","LINC02082"
"36295","ENSG00000242272.1","AK2P2"
"36296","ENSG00000242276.2","RPL5P3"
"36297","ENSG00000242278.1","RPS3AP48"
"36298","ENSG00000242279.1","RP11-659G9.1"
"36299","ENSG00000242280.1","SLC16A1P1"
"36300","ENSG00000242281.3","RN7SL159P"
"36301","ENSG00000242282.6","AC108488.4"
"36302","ENSG00000242285.1","RPL6P8"
"36303","ENSG00000242288.9","BMS1P4-AGAP5"
"36304","ENSG00000242290.2","ZBTB20-AS5"
"36305","ENSG00000242291.1","RPL36AP51"
"36306","ENSG00000242292.2","CTD-2282P23.1"
"36307","ENSG00000242293.1","RPS29P1"
"36308","ENSG00000242294.6","STAG3L5P"
"36309","ENSG00000242295.1","RP11-522B15.1"
"36310","ENSG00000242296.2","DEFB109A"
"36311","ENSG00000242299.1","RP11-234A1.1"
"36312","ENSG00000242307.1","RPS26P52"
"36313","ENSG00000242308.2","RP11-572C15.3"
"36314","ENSG00000242314.1","RPL12P32"
"36315","ENSG00000242315.3","RN7SL685P"
"36316","ENSG00000242317.1","RP11-875H7.5"
"36317","ENSG00000242318.1","RP11-810D13.1"
"36318","ENSG00000242320.2","RPL21P126"
"36319","ENSG00000242321.1","RPL23AP40"
"36320","ENSG00000242324.1","RP4-576H24.2"
"36321","ENSG00000242325.1","RPS12P31"
"36322","ENSG00000242326.1","MCUR1P2"
"36323","ENSG00000242327.1","CTD-2184D3.1"
"36324","ENSG00000242329.1","RP11-59H1.1"
"36325","ENSG00000242330.3","RN7SL683P"
"36326","ENSG00000242337.5","INHCAP"
"36327","ENSG00000242338.6","BMS1P4"
"36328","ENSG00000242339.2","LINC02025"
"36329","ENSG00000242341.3","RN7SL646P"
"36330","ENSG00000242348.3","RN7SL561P"
"36331","ENSG00000242352.2","FAM91A3P"
"36332","ENSG00000242353.1","RPL12P30"
"36333","ENSG00000242358.1","RPS21P4"
"36334","ENSG00000242360.3","RN7SL272P"
"36335","ENSG00000242362.2","CT47A2"
"36336","ENSG00000242364.1","RP11-451J24.1"
"36337","ENSG00000242365.1","NDUFA5P5"
"36338","ENSG00000242366.4","UGT1A8"
"36339","ENSG00000242370.1","KCNAB1-AS1"
"36340","ENSG00000242371.1","IGKV1-39"
"36341","ENSG00000242372.9","EIF6"
"36342","ENSG00000242375.1","RP11-498P14.3"
"36343","ENSG00000242381.3","RN7SL741P"
"36344","ENSG00000242385.1","LINC00901"
"36345","ENSG00000242387.1","H2AC3P"
"36346","ENSG00000242389.8","RBMY1E"
"36347","ENSG00000242390.1","RPL6P9"
"36348","ENSG00000242391.2","RP4-631H13.2"
"36349","ENSG00000242393.1","AC010141.4"
"36350","ENSG00000242396.1","RP11-67L3.5"
"36351","ENSG00000242398.3","RN7SL800P"
"36352","ENSG00000242399.1","RPS20P23"
"36353","ENSG00000242405.2","RP11-267J23.1"
"36354","ENSG00000242407.1","CTD-2377D24.4"
"36355","ENSG00000242411.2","CTD-2086L14.1"
"36356","ENSG00000242412.1","DBIL5P2"
"36357","ENSG00000242417.1","RPL18P1"
"36358","ENSG00000242419.6","PCDHGC4"
"36359","ENSG00000242423.2","RPL12P36"
"36360","ENSG00000242428.6","CFAP20DC-AS1"
"36361","ENSG00000242430.3","RN7SL274P"
"36362","ENSG00000242431.2","RP11-731J8.1"
"36363","ENSG00000242435.1","UPK3BP1"
"36364","ENSG00000242436.3","RN7SL789P"
"36365","ENSG00000242439.1","CTD-2349P21.1"
"36366","ENSG00000242440.2","LINC02046"
"36367","ENSG00000242441.8","GTF2A1L"
"36368","ENSG00000242444.3","RP11-320N7.1"
"36369","ENSG00000242445.1","RPL7AP11"
"36370","ENSG00000242456.1","MTCO3P38"
"36371","ENSG00000242457.1","RBBP4P2"
"36372","ENSG00000242461.1","RPS15AP32"
"36373","ENSG00000242472.1","IGHJ5"
"36374","ENSG00000242473.1","KIR2DP1"
"36375","ENSG00000242474.3","AC093627.9"
"36376","ENSG00000242477.1","CTD-2161E19.1"
"36377","ENSG00000242479.1","RP11-383G6.4"
"36378","ENSG00000242482.3","RN7SL392P"
"36379","ENSG00000242483.3","RN7SL293P"
"36380","ENSG00000242485.6","MRPL20"
"36381","ENSG00000242488.2","RP11-270M14.1"
"36382","ENSG00000242493.3","RN7SL37P"
"36383","ENSG00000242498.8","ARPIN"
"36384","ENSG00000242507.6","RP3-477O4.5"
"36385","ENSG00000242509.3","RN7SL156P"
"36386","ENSG00000242510.1","NDUFB4P1"
"36387","ENSG00000242512.9","LINC01206"
"36388","ENSG00000242515.5","UGT1A10"
"36389","ENSG00000242516.2","LINC00960"
"36390","ENSG00000242520.5","MAGEA5"
"36391","ENSG00000242522.1","KLHL6-AS1"
"36392","ENSG00000242524.1","OR2U2P"
"36393","ENSG00000242525.1","OR7E100P"
"36394","ENSG00000242527.1","RP11-159H22.1"
"36395","ENSG00000242529.1","AHCYP8"
"36396","ENSG00000242531.1","RP11-299J3.6"
"36397","ENSG00000242534.3","IGKV2D-28"
"36398","ENSG00000242536.2","RP11-290K4.2"
"36399","ENSG00000242537.1","MRE11P1"
"36400","ENSG00000242539.2","AC007620.3"
"36401","ENSG00000242540.3","AC010729.1"
"36402","ENSG00000242545.1","RP11-719N22.2"
"36403","ENSG00000242547.3","RN7SL169P"
"36404","ENSG00000242550.6","SERPINB10"
"36405","ENSG00000242551.2","POU5F1P6"
"36406","ENSG00000242552.1","MRPL42P4"
"36407","ENSG00000242553.1","AP001432.14"
"36408","ENSG00000242559.3","RN7SL144P"
"36409","ENSG00000242560.3","RN7SL797P"
"36410","ENSG00000242561.1","ATP5MGP5"
"36411","ENSG00000242562.1","DCAF13P1"
"36412","ENSG00000242565.3","RN7SL372P"
"36413","ENSG00000242568.1","RP11-875H7.1"
"36414","ENSG00000242571.1","RPL21P11"
"36415","ENSG00000242573.1","ACTR3P3"
"36416","ENSG00000242574.9","HLA-DMB"
"36417","ENSG00000242575.1","TUBAP13"
"36418","ENSG00000242578.1","RP11-469J4.3"
"36419","ENSG00000242580.1","IGKV1D-43"
"36420","ENSG00000242583.1","KMT5AP3"
"36421","ENSG00000242586.1","RP11-481N16.1"
"36422","ENSG00000242588.6","RP11-274B21.14"
"36423","ENSG00000242590.1","RP11-54O7.14"
"36424","ENSG00000242593.7","RP5-921G16.1"
"36425","ENSG00000242595.1","RPL26P26"
"36426","ENSG00000242598.1","MED28P8"
"36427","ENSG00000242599.7","CSAG4"
"36428","ENSG00000242600.8","MBL1P"
"36429","ENSG00000242602.1","RPL35AP13"
"36430","ENSG00000242607.1","RPS3AP34"
"36431","ENSG00000242608.1","RPS23P5"
"36432","ENSG00000242609.1","CCDC137P"
"36433","ENSG00000242610.2","OR5BH1P"
"36434","ENSG00000242611.2","AC093627.8"
"36435","ENSG00000242612.7","DECR2"
"36436","ENSG00000242613.1","RP11-174O3.4"
"36437","ENSG00000242614.3","RN7SL164P"
"36438","ENSG00000242615.1","CTC-359D24.3"
"36439","ENSG00000242616.4","GNG10"
"36440","ENSG00000242618.2","RP11-433A10.2"
"36441","ENSG00000242622.2","RP11-18H7.1"
"36442","ENSG00000242628.6","AC009228.1"
"36443","ENSG00000242634.1","RPS24P16"
"36444","ENSG00000242635.2","RPS14P7"
"36445","ENSG00000242636.1","RPL21P129"
"36446","ENSG00000242638.3","RN7SL294P"
"36447","ENSG00000242640.1","RPS29P11"
"36448","ENSG00000242641.6","LINC00971"
"36449","ENSG00000242650.3","RN7SL292P"
"36450","ENSG00000242651.3","RN7SL862P"
"36451","ENSG00000242653.3","RN7SL132P"
"36452","ENSG00000242654.1","RPL32P14"
"36453","ENSG00000242657.3","RN7SL581P"
"36454","ENSG00000242659.1","RP11-271C24.2"
"36455","ENSG00000242660.1","RP11-1094M14.1"
"36456","ENSG00000242661.1","RPS3AP43"
"36457","ENSG00000242667.1","RP11-745A24.2"
"36458","ENSG00000242668.3","RN7SL317P"
"36459","ENSG00000242670.1","RPL22P13"
"36460","ENSG00000242671.2","LINC02010"
"36461","ENSG00000242673.3","RN7SL167P"
"36462","ENSG00000242675.1","RPS16P9"
"36463","ENSG00000242683.1","RPL12P21"
"36464","ENSG00000242686.4","PDE6B-AS1"
"36465","ENSG00000242688.3","RN7SL304P"
"36466","ENSG00000242689.3","CNTF"
"36467","ENSG00000242692.1","RPS27AP1"
"36468","ENSG00000242696.3","RN7SL40P"
"36469","ENSG00000242697.2","RPL5P12"
"36470","ENSG00000242699.3","RN7SL516P"
"36471","ENSG00000242703.1","CCT4P1"
"36472","ENSG00000242705.1","ICE2P2"
"36473","ENSG00000242706.2","RPS27AP9"
"36474","ENSG00000242707.3","RN7SL362P"
"36475","ENSG00000242709.1","RPL30P9"
"36476","ENSG00000242715.8","CCDC169"
"36477","ENSG00000242719.3","RN7SL806P"
"36478","ENSG00000242727.2","RP11-123J14.1"
"36479","ENSG00000242728.1","UQCRHP4"
"36480","ENSG00000242729.1","RP11-124G5.1"
"36481","ENSG00000242731.3","FAM86LP"
"36482","ENSG00000242732.4","RTL5"
"36483","ENSG00000242735.1","RPSAP26"
"36484","ENSG00000242736.1","TRBV1"
"36485","ENSG00000242737.1","RP11-562A8.1"
"36486","ENSG00000242741.2","LINC02005"
"36487","ENSG00000242747.1","RP11-30K9.1"
"36488","ENSG00000242748.1","RPL23AP81"
"36489","ENSG00000242752.3","NMTRQ-TTG12-1"
"36490","ENSG00000242753.2","RP11-716O23.2"
"36491","ENSG00000242756.2","RHOT1P3"
"36492","ENSG00000242757.1","CTD-2090I13.3"
"36493","ENSG00000242759.8","LINC00882"
"36494","ENSG00000242764.3","RN7SL824P"
"36495","ENSG00000242766.1","IGKV1D-17"
"36496","ENSG00000242767.1","ZBTB20-AS4"
"36497","ENSG00000242768.2","RP11-556G22.1"
"36498","ENSG00000242769.3","RN7SL432P"
"36499","ENSG00000242770.2","CD200R1L-AS1"
"36500","ENSG00000242771.1","TRBV5-2"
"36501","ENSG00000242775.1","RP11-875H7.2"
"36502","ENSG00000242779.7","ZNF702P"
"36503","ENSG00000242781.2","LINC02050"
"36504","ENSG00000242790.1","RP11-451G4.3"
"36505","ENSG00000242791.2","RP11-651P23.5"
"36506","ENSG00000242793.1","AC135999.2"
"36507","ENSG00000242794.2","RN7SL299P"
"36508","ENSG00000242795.2","RP11-3K16.2"
"36509","ENSG00000242797.3","GLYCTK-AS1"
"36510","ENSG00000242798.1","RP11-506M12.1"
"36511","ENSG00000242802.9","AP5Z1"
"36512","ENSG00000242807.1","RPL26P31"
"36513","ENSG00000242808.10","SOX2-OT"
"36514","ENSG00000242810.1","MRPL42P6"
"36515","ENSG00000242811.3","RN7SL229P"
"36516","ENSG00000242814.2","RP11-436H11.1"
"36517","ENSG00000242816.2","RP11-768G7.3"
"36518","ENSG00000242818.3","RN7SL846P"
"36519","ENSG00000242828.1","RP11-47P18.1"
"36520","ENSG00000242829.1","RPS26P21"
"36521","ENSG00000242834.1","RPL7AP56"
"36522","ENSG00000242836.1","MTCO3P35"
"36523","ENSG00000242837.1","RPL21P13"
"36524","ENSG00000242841.1","KRT8P35"
"36525","ENSG00000242849.2","ALDOAP1"
"36526","ENSG00000242850.3","RPL23AP68"
"36527","ENSG00000242852.7","ZNF709"
"36528","ENSG00000242853.3","RN7SL749P"
"36529","ENSG00000242854.1","DNM1P24"
"36530","ENSG00000242855.3","RN7SL496P"
"36531","ENSG00000242856.3","VN1R105P"
"36532","ENSG00000242858.1","CTC-484M2.1"
"36533","ENSG00000242860.3","RN7SL180P"
"36534","ENSG00000242861.1","RP11-285F7.2"
"36535","ENSG00000242863.3","RN7SL677P"
"36536","ENSG00000242865.3","RN7SL244P"
"36537","ENSG00000242866.10","STRC"
"36538","ENSG00000242875.6","RBMY1B"
"36539","ENSG00000242876.3","RN7SL812P"
"36540","ENSG00000242880.2","RP11-190P13.2"
"36541","ENSG00000242882.1","RPL5P11"
"36542","ENSG00000242887.1","IGHJ3"
"36543","ENSG00000242888.1","RP11-436M15.1"
"36544","ENSG00000242889.3","RN7SL449P"
"36545","ENSG00000242893.3","RN7SL413P"
"36546","ENSG00000242894.3","RN7SL634P"
"36547","ENSG00000242899.1","RPL7P16"
"36548","ENSG00000242902.1","FLNC-AS1"
"36549","ENSG00000242908.6","AADACL2-AS1"
"36550","ENSG00000242911.1","RP11-118N24.2"
"36551","ENSG00000242912.3","RN7SL384P"
"36552","ENSG00000242915.1","SNRPGP7"
"36553","ENSG00000242922.2","RPL21P104"
"36554","ENSG00000242925.1","PLCH1-AS2"
"36555","ENSG00000242928.3","RN7SL868P"
"36556","ENSG00000242931.1","RPL7P49"
"36557","ENSG00000242936.1","RPL30P6"
"36558","ENSG00000242941.1","RPL12P7"
"36559","ENSG00000242943.1","NKAIN1P1"
"36560","ENSG00000242945.2","RPL29P32"
"36561","ENSG00000242948.1","EPS15P1"
"36562","ENSG00000242950.7","ERVW-1"
"36563","ENSG00000242951.1","RP11-507E23.1"
"36564","ENSG00000242952.1","RPSAP3"
"36565","ENSG00000242953.1","RP11-803B1.3"
"36566","ENSG00000242958.1","RP11-662B19.1"
"36567","ENSG00000242960.1","FTH1P23"
"36568","ENSG00000242963.1","RP11-143E21.1"
"36569","ENSG00000242968.1","RP11-731C17.1"
"36570","ENSG00000242970.2","AC068522.4"
"36571","ENSG00000242971.3","RN7SL233P"
"36572","ENSG00000242973.6","RP11-446F17.3"
"36573","ENSG00000242976.3","RN7SL177P"
"36574","ENSG00000242978.1","PPIAP83"
"36575","ENSG00000242979.1","RPS15AP18"
"36576","ENSG00000242983.1","CABYRP1"
"36577","ENSG00000242985.3","RN7SL50P"
"36578","ENSG00000242986.2","RPL21P99"
"36579","ENSG00000242989.3","RN7SL332P"
"36580","ENSG00000242990.2","RPL13AP23"
"36581","ENSG00000242991.2","RPL7P40"
"36582","ENSG00000242992.3","FTH1P4"
"36583","ENSG00000242993.1","RPL32P25"
"36584","ENSG00000242995.1","RP11-1085N6.1"
"36585","ENSG00000242998.3","RN7SL379P"
"36586","ENSG00000242999.3","RN7SL239P"
"36587","ENSG00000243004.6","AC005062.2"
"36588","ENSG00000243005.3","RN7SL16P"
"36589","ENSG00000243007.1","RPL12P35"
"36590","ENSG00000243008.2","RP11-556N21.1"
"36591","ENSG00000243011.3","RN7SL266P"
"36592","ENSG00000243014.1","PTMAP8"
"36593","ENSG00000243015.2","RN7SL737P"
"36594","ENSG00000243016.1","RP11-305F5.2"
"36595","ENSG00000243018.1","RP5-1070G24.2"
"36596","ENSG00000243020.1","RPL7P39"
"36597","ENSG00000243022.1","MARK3P3"
"36598","ENSG00000243023.2","UBA52P3"
"36599","ENSG00000243024.6","RPS11P6"
"36600","ENSG00000243025.1","MTAPP1"
"36601","ENSG00000243027.3","RN7SL354P"
"36602","ENSG00000243029.3","RN7SL635P"
"36603","ENSG00000243033.2","GAPDHP47"
"36604","ENSG00000243035.3","RN7SL810P"
"36605","ENSG00000243038.1","RP11-58E21.1"
"36606","ENSG00000243040.6","RBMY2FP"
"36607","ENSG00000243044.1","RP13-526J3.1"
"36608","ENSG00000243048.3","FTHL18"
"36609","ENSG00000243049.3","RN7SL33P"
"36610","ENSG00000243050.1","RPL30P10"
"36611","ENSG00000243051.3","RN7SL269P"
"36612","ENSG00000243053.2","RPL31P58"
"36613","ENSG00000243055.1","GK-AS1"
"36614","ENSG00000243056.2","EIF4EBP3"
"36615","ENSG00000243058.1","RPL39P33"
"36616","ENSG00000243059.3","RN7SL400P"
"36617","ENSG00000243062.6","RP11-12M5.1"
"36618","ENSG00000243063.1","IGKV3-7"
"36619","ENSG00000243064.8","ABCC13"
"36620","ENSG00000243066.3","RN7SL842P"
"36621","ENSG00000243069.8","ARHGEF26-AS1"
"36622","ENSG00000243071.1","RP11-613M5.2"
"36623","ENSG00000243072.1","GS1-388B5.2"
"36624","ENSG00000243073.4","PRAMEF4"
"36625","ENSG00000243075.3","RN7SL519P"
"36626","ENSG00000243081.2","RP11-231E6.1"
"36627","ENSG00000243083.7","LINC00870"
"36628","ENSG00000243085.1","RP11-392E22.3"
"36629","ENSG00000243089.2","RP11-779P15.2"
"36630","ENSG00000243094.1","RPL32P2"
"36631","ENSG00000243095.1","RPL3P10"
"36632","ENSG00000243099.1","AC020983.5"
"36633","ENSG00000243101.1","RPS3P7"
"36634","ENSG00000243103.3","RN7SL452P"
"36635","ENSG00000243104.1","MTND4LP14"
"36636","ENSG00000243107.1","AC000120.7"
"36637","ENSG00000243115.3","RN7SL849P"
"36638","ENSG00000243116.1","RP11-564C24.1"
"36639","ENSG00000243122.1","RP11-25H11.1"
"36640","ENSG00000243124.3","RN7SL643P"
"36641","ENSG00000243125.3","RN7SL807P"
"36642","ENSG00000243129.2","RP11-377D9.1"
"36643","ENSG00000243130.8","PSG11"
"36644","ENSG00000243136.3","RN7SL22P"
"36645","ENSG00000243137.8","PSG4"
"36646","ENSG00000243141.2","RPL23AP66"
"36647","ENSG00000243144.7","RP11-115N4.1"
"36648","ENSG00000243147.8","MRPL33"
"36649","ENSG00000243149.2","LINC02040"
"36650","ENSG00000243150.6","RP11-538P18.2"
"36651","ENSG00000243154.1","SYPL1P1"
"36652","ENSG00000243155.1","RP11-46A10.5"
"36653","ENSG00000243156.9","MICAL3"
"36654","ENSG00000243160.1","RP11-342F17.2"
"36655","ENSG00000243164.1","RP11-166B14.1"
"36656","ENSG00000243165.1","RP11-79M21.3"
"36657","ENSG00000243167.1","RPS10P28"
"36658","ENSG00000243171.1","RP11-273P3.1"
"36659","ENSG00000243173.3","RN7SL861P"
"36660","ENSG00000243175.1","RPSAP36"
"36661","ENSG00000243176.6","RP11-550I24.2"
"36662","ENSG00000243179.1","AC110769.3"
"36663","ENSG00000243181.2","RP11-734J24.1"
"36664","ENSG00000243187.1","CCDC39-AS1"
"36665","ENSG00000243188.1","HNRNPA1P17"
"36666","ENSG00000243193.4","PRKAR2B-AS1"
"36667","ENSG00000243195.1","TUBBP11"
"36668","ENSG00000243197.8","TUSC7"
"36669","ENSG00000243199.1","RP11-408P14.1"
"36670","ENSG00000243207.6","PPAN-P2RY11"
"36671","ENSG00000243224.1","RP5-1157M23.2"
"36672","ENSG00000243225.2","RP11-7F17.1"
